27.350077,0.109082,0.960334
27.609879,-0.10988,0.359802
27.739988,-0.349973,0.510098
27.850124,-0.320967,0.36011
28.199905,-0.079751,0.679877
29.085159,-0.327814,0.383867
29.091045,-0.138606,0.275119
29.090023,-0.019617,1.00996
29.079784,0.071702,0.961482
30.088825,-0.175951,0.495833
30.109882,-0.149556,0.529805
30.091274,-0.00139,0.994154
30.234594,-0.331255,0.517327
32.548203,-0.01466,0.822291
33.480099,-1.550365,-28.259892
33.670628,-2.13169,-26.219049
33.757782,-0.305353,-26.481668
33.77417,-0.246821,-26.434423
33.780468,-0.139658,-26.612059
34.372211,-2.171171,-25.444975
34.310619,-1.700607,-26.025595
34.665775,-2.507948,-24.56905
34.2099,-0.479747,-28.020115
34.700409,-2.530093,-24.600765
34.290054,-0.330646,-28.619833
34.290054,-0.330646,-28.629921
34.299927,-0.050022,-27.590059
34.359901,-0.229995,-28.710108
34.359901,-0.149648,-28.00016
35.010822,-2.131342,-27.810368
36.099941,-6.780036,-26.530033
34.580097,-0.000349,-28.259882
35.209999,-2.500223,-27.780027
36.29435,-6.567866,-26.312645
35.413933,-2.704753,-27.551353
35.349293,-2.178814,-27.371384
35.444031,-2.555216,-27.649099
36.138252,-5.129393,-26.395277
36.47995,-6.410225,-29.550129
36.179943,-4.979801,-26.410086
35.939976,-3.930017,-27.800022
36.052555,-4.205492,-27.91733
36.050056,-3.589958,-27.839981
36.600014,-5.960459,-26.409985
36.659935,-6.049345,-26.390139
36.680004,-6.099828,-26.360064
36.859932,-6.639829,-26.840183
36.719906,-5.939304,-26.230083
36.320019,-4.080234,-30.089994
36.799908,-6.019723,-26.060087
36.859932,-5.979856,-26.460176
36.7244,-5.203378,-27.711805
36.706425,-4.761831,-26.086067
36.559929,-3.859511,-27.310108
36.59663,-3.904661,-27.153231
36.697433,-4.255842,-25.92441
36.66256,-4.018754,-27.108236
36.655056,-3.903488,-27.743719
37.109943,-5.840141,-29.290108
36.810917,-4.520868,-26.251211
36.700058,-3.810539,-29.879841
37.37991,-6.629993,-26.860109
36.962151,-4.772886,-25.839621
37.280025,-6.140502,-29.72002
36.730015,-3.689751,-29.899895
37.269943,-5.999435,-29.780085
37.104408,-5.268204,-28.410973
37.160072,-5.450294,-28.459883
37.340076,-6.220028,-26.649906
37.330013,-6.130115,-26.699909
37.24004,-5.679979,-29.049982
36.840004,-3.620138,-30.559977
37.183628,-5.036078,-27.51824
37.215248,-4.725401,-27.185823
37.258389,-4.782198,-27.048798
37.580017,-5.929792,-29.159918
37.560074,-5.82994,-29.269943
37.730022,-5.990295,-28.649986
37.789974,-6.189986,-26.809978
37.846916,-6.226113,-26.679174
38.330647,-6.845721,-27.053663
38.223091,-6.297909,-26.829771
38.405811,-6.334813,-26.82785
38.485317,-6.538599,-27.054052
38.418636,-6.023178,-27.350594
38.452,-5.958961,-27.185535
38.476555,-5.97243,-27.080017
38.782001,-6.432776,-26.94982
38.865265,-6.263278,-26.997616
38.829117,-6.042231,-26.902132
39.310013,-0.119867,0.399979
39.349953,-0.119531,0.370032
39.459953,-0.239451,0.339969
39.909977,-0.269585,0.340036
39.91996,-0.209517,0.309877
40.370064,-0.190141,0.300135
40.42421,-0.216462,0.383057
40.557251,-0.126699,0.32472
40.610065,-0.250334,0.340087
41.062656,-0.07392,0.343302
41.141003,-0.215513,0.28827
41.53648,-0.232463,0.269264
42.056862,-0.338895,0.218979
42.101131,-0.262156,0.030803
53.339966,-31.97987,-0.019988
53.739994,-31.780239,-0.039934
